-0.183584,-0.033159,0.982445
0.186839,0.015403,1.910038
-0.119606,-0.047787,2.859826
-0.188414,-0.289507,3.827730
-0.257131,-0.325735,4.824708
-0.116007,-0.206623,5.807508
-0.614866,-0.329280,6.665468
-1.571216,-0.582393,6.519422
-1.845986,-0.593648,7.480867
-1.783828,-0.479799,8.472418
-1.977296,-0.561616,9.450108
-2.265445,-0.619293,10.405954
-3.157984,-0.665878,10.854513
-3.653169,-0.585832,11.719605
-4.017732,-0.562142,12.650482
-4.472957,-0.482116,13.537255
-4.889789,-0.552093,14.443541
-5.354298,-0.609028,15.327277
-6.316512,-0.341189,15.278228
-6.893460,-0.336033,16.094993
-7.395584,-0.326191,16.959732
-8.129527,-0.259402,17.635651
-8.733031,-0.259917,18.433011
-9.267191,-0.305125,19.277185
-9.946874,-0.371736,20.007661
-10.674984,-0.424987,20.691049
-10.414679,-0.633195,21.633859
-11.216428,-0.629227,22.231507
-11.842376,-0.636522,23.011338
-12.734785,-0.580793,23.459111
-13.685789,-0.597121,23.150365
-14.142812,-0.740696,24.028155
-15.087300,-0.635452,24.339389
-15.873978,-0.489279,24.939199
-16.855826,-0.545748,25.120265
-17.850638,-0.587157,25.213188
-18.819008,-0.650859,25.454438
-19.816145,-0.688420,25.520067
-20.811542,-0.679509,25.615484
-21.803885,-0.630711,25.728948
-22.800634,-0.647670,25.807711
-23.799428,-0.638480,25.759478
-24.797463,-0.645394,25.697205
-25.794699,-0.655956,25.623661
-26.790150,-0.644412,25.529089
-27.788011,-0.641909,25.463756
-28.785794,-0.650023,25.397705
-29.785367,-0.655022,25.368911
-30.784798,-0.649757,25.402227
-31.737650,-0.629206,25.704965
-32.737274,-0.632816,25.732165
-33.582219,-0.773790,26.248105
-34.578969,-0.785475,26.168403
-35.578959,-0.790010,26.169061
-36.569693,-0.780503,26.033578
-37.553339,-0.740714,25.857917
-38.552353,-0.738348,25.813575
-39.547303,-0.737377,25.713211
-40.418306,-0.757172,26.204089
-41.402858,-0.745493,26.029383
-42.402558,-0.725989,26.014598
-43.395480,-0.770376,25.904437
-44.391595,-0.787211,25.818000
-45.384643,-0.766125,25.702191
-46.381468,-0.709261,25.646456
-47.358310,-0.714051,25.432547
-48.345682,-0.776672,25.578062
-49.336616,-0.788009,25.444190
-50.323090,-0.764835,25.281917
-51.320953,-0.712257,25.320696
-52.310139,-0.705440,25.174189
-53.278900,-0.730703,25.420897
-54.278667,-0.709509,25.416809
-55.241612,-0.690406,25.147789
-56.210948,-0.649271,24.905519
-57.202762,-0.701176,24.788851
-58.191644,-0.699298,24.640159
-59.146096,-0.719692,24.342493
-60.140906,-0.662572,24.258292
-61.132553,-0.709882,24.138299
-62.125429,-0.717448,24.019386
-63.093805,-0.742588,24.267612
-64.092876,-0.752759,24.225729
-65.078640,-0.788212,24.061374
-66.070967,-0.834695,23.946804
-67.055509,-0.858188,23.773240
-68.051364,-0.878695,23.684627
-69.046688,-0.875407,23.588091
-70.031056,-0.867448,23.412145
-71.008935,-0.873043,23.203049
-71.997347,-0.857311,23.052071
-72.989947,-0.859317,22.930658
-73.989433,-0.829120,22.941418
-74.988284,-0.821701,22.894079
-75.986810,-0.809869,22.841106
-76.977950,-0.826298,22.709301
-77.975974,-0.840002,22.647980
-78.962159,-0.864755,22.484196
-79.949207,-0.871944,22.323928
-80.935542,-0.875597,22.159220
-81.925490,-1.015523,22.179832
-82.924358,-1.022908,22.132836
-83.910124,-1.009444,21.965254
-84.899080,-1.006386,21.817078
-85.888000,-1.001683,21.668702
-86.884356,-1.037611,21.591347
-87.870876,-1.041587,21.427755
-88.859539,-1.057344,21.278434
-89.847976,-1.046861,21.127163
-90.842260,-1.097252,21.033036
-91.830912,-1.140418,20.889150
-92.822956,-1.167607,20.766225
-93.812769,-1.188502,20.625395
-94.805278,-1.160254,20.506531
-95.799231,-1.195912,20.402682
-96.790007,-1.212759,20.268221
-97.772880,-1.227331,20.084513
-98.751438,-1.275580,19.884270
-99.742835,-1.294608,19.754775
-100.742638,-1.283362,19.738408
-101.738624,-1.283579,19.648896
-102.733207,-1.289502,19.545127
-103.706120,-1.276039,19.775908
-104.703385,-1.308796,19.709651
-105.514129,-1.235107,20.290394
-106.227391,-1.189457,20.989804
-107.190087,-1.220165,21.258644
-107.861540,-1.166498,21.997745
-108.838345,-1.158633,22.211732
-109.751851,-1.195711,22.616865
-110.069889,-1.195472,23.564943
-110.965177,-1.196781,24.010429
-111.850036,-1.178319,24.475921
-112.695060,-1.267429,25.003172
-113.536895,-1.295167,25.542194
-114.327123,-1.333664,26.153796
-115.020525,-1.413514,26.869910
-115.619420,-1.516637,27.664069
-116.167634,-1.673333,28.485597
-117.138681,-1.573203,28.268704
-117.630260,-1.621378,29.138204
-118.300166,-1.637413,29.880477
-118.643757,-1.740060,30.813969
-119.063056,-1.852268,31.714856
-119.458605,-1.956117,32.627411
-119.833201,-2.009016,33.553089
-120.154084,-2.083227,34.497296
-120.514546,-2.073001,35.430014
-120.829898,-2.137392,36.376802
-121.254725,-2.130049,37.282046
-121.567689,-2.171309,38.230915
-121.912810,-2.177555,39.169452
-122.223346,-2.201069,40.119723
-122.556406,-2.219668,41.062445
-123.540991,-2.390082,41.023064
-123.740549,-2.421379,42.002450
-123.895937,-2.406578,42.990193
-123.981433,-2.361456,43.985509
-124.918430,-2.660182,44.166615
-124.986814,-2.621742,45.163533
-125.049175,-2.568884,46.160186
-125.122631,-2.552607,47.157352
-125.119129,-2.500559,48.155991
-125.168342,-2.438219,49.152832
-125.190850,-2.439446,50.152577
-125.242744,-2.440220,51.151230
-125.306888,-2.395698,52.148177
-125.358202,-2.369902,53.146526
-125.371266,-2.345950,54.146154
-125.336167,-2.369893,55.145251
-125.357998,-2.416758,56.143913
-125.359906,-2.453150,57.143249
-125.410876,-2.480083,58.141586
-125.302982,-2.510218,59.135292
-125.348528,-2.515992,60.134237
-125.324995,-2.496334,61.133767
-125.371407,-2.515229,62.132511
-125.362541,-2.542908,63.132088
-125.422280,-2.543727,64.130302
-125.415112,-2.541488,65.130274
-125.362792,-2.533194,66.128870
-125.396509,-2.535234,67.128299
-125.387467,-2.509656,68.127931
-125.409716,-2.517826,69.127650
-125.371550,-2.501817,70.126793
-125.369592,-2.485440,71.126657
-125.322445,-2.427429,72.123859
-125.299555,-2.423669,73.123590
-125.356226,-2.405587,74.121819
-125.173315,-2.469258,75.102885
-125.251512,-2.482434,76.099736
-125.290560,-2.527274,77.097966
-125.268935,-2.558037,78.097259
-125.323039,-2.546246,79.095725
-125.362230,-2.578581,80.094433
-125.427145,-2.552981,81.091996
